Compound_code	Compound_name	Input_metabolite_score	Simulated_Mean	Simulated_Std_Dev	Relationship_to_Mean	Significance	Indegree	Outdegree
C00279	D-Erythrose_4-phosphate	13328.0	311.902	722.372	above	***	17	7
C13632	4,4'-Dihydroxy-alpha-methylstilbene	65.0	9.015	14.727	above	***	2	1
C01304	2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	324.0	36.439	58.7	above	***	2	2
C01801	Deoxyribose	1.0	8.916	15.115	below	n.s.	0	1
C00275	D-Mannose_6-phosphate	256.0	144.731	241.328	above	n.s.	12	4
C00270	N-Acetylneuraminate	84.0	9.05	14.555	above	***	0	1
C00900	2-Acetolactate	1.0	8.961	14.52	below	n.s.	2	1
C00479	Propanal	11.0	8.865	14.899	above	n.s.	0	1
C00475	Cytidine	2100.0	980.295	2131.788	above	n.s.	10	12
C12215	Iminoerythrose_4-phosphate	0.0	0.0	0.0	equal	NA	2	0
C12214	Aminofructose_6-phosphate	1268.0	36.058	59.048	above	***	0	2
C00294	Inosine	891.0	57.826	134.304	above	***	2	3
C00295	Orotate	80.0	24.741	59.204	above	n.s.	2	2
C00357	N-Acetyl-D-glucosamine_6-phosphate	48.0	25.216	60.304	above	n.s.	3	2
C05698	Selenohomocysteine	21.0	8.906	15.011	above	n.s.	1	1
C01267	3-(Imidazol-4-yl)-2-oxopropyl_phosphate	42.0	61.525	136.002	below	n.s.	5	3
C00353	Geranylgeranyl_diphosphate	0.0	0.0	0.0	equal	NA	3	0
C00352	D-Glucosamine_6-phosphate	200.0	25.101	60.522	above	**	6	2
C00299	Uridine	1265.0	893.315	1778.887	above	n.s.	11	11
C02166	Leukotriene_C4	28.0	35.171	60.56	below	n.s.	0	2
C04666	D-erythro-1-(Imidazol-4-yl)glycerol_3-phosphate	36.0	81.804	134.766	below	n.s.	9	3
C01269	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	112.0	113.689	238.624	below	n.s.	4	4
C05979	Propane-1-ol	0.0	0.0	0.0	equal	NA	1	0
C05898	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	0.0	0.0	0.0	equal	NA	1	0
C05893	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine	0.0	0.0	0.0	equal	NA	2	0
C05892	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine	80.0	35.656	59.92	above	n.s.	0	2
C05596	p-Hydroxyphenylacetylglycine	0.0	0.0	0.0	equal	NA	1	0
C01279	4-Amino-5-hydroxymethyl-2-methylpyrimidine	4.0	36.282	60.616	below	n.s.	2	2
C04046	3-D-Glucosyl-1,2-diacylglycerol	17.0	9.202	14.894	above	n.s.	1	1
C05382	Sedoheptulose_7-phosphate	36335.0	1082.851	2521.688	above	***	1	13
C00120	Biotin	18.0	59.234	129.603	below	n.s.	1	3
C00121	D-Ribose	1.0	8.916	15.115	below	n.s.	0	1
C00122	Fumarate	46.0	26.467	61.146	above	n.s.	11	2
C00123	L-Leucine	62.0	8.91	15.3	above	***	0	1
C00129	Isopentenyl_diphosphate	882.0	438.736	753.032	above	n.s.	8	7
C15532	N-Acetyl-L-citrulline	1.0	9.0	14.413	below	n.s.	0	1
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA	0.0	81.069	135.414	below	n.s.	1	3
C11934	2-Hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA	0.0	0.0	0.0	equal	NA	3	0
C15973	Enzyme_N6-(dihydrolipoyl)lysine	1162.0	315.557	746.438	above	*	0	7
C03028	Thiamin_triphosphate	0.0	0.0	0.0	equal	NA	2	0
C05749	Hexanoyl-[acp]	2070.0	81.602	136.89	above	***	3	3
C20589	D-Glucosaminate-6-phosphate	0.0	0.0	0.0	equal	NA	8	0
C05747	(R)-3-Hydroxyhexanoyl-[acp]	387.0	80.023	137.016	above	**	3	3
C05746	3-Oxohexanoyl-[acp]	1062.0	80.439	133.371	above	***	3	3
C05745	Butyryl-[acp]	2070.0	81.602	136.89	above	***	3	3
C05744	Acetoacetyl-[acp]	118.0	8.938	14.819	above	***	8	1
C03150	Nicotinamide-beta-riboside	490.0	24.361	59.36	above	***	0	2
C04618	(3R)-3-Hydroxybutanoyl-[acyl-carrier_protein]	1825.0	158.238	376.55	above	***	1	5
C02091	(S)-Ureidoglycine	0.0	0.0	0.0	equal	NA	2	0
C00726	Nitrile	112.0	35.584	58.488	above	*	0	2
C00055	CMP	1180.0	794.747	1474.07	above	n.s.	10	10
C03539	S-Ribosyl-L-homocysteine	112.0	36.482	60.932	above	*	3	2
C00199	D-Ribulose_5-phosphate	5120.0	445.311	948.624	above	***	9	8
C00051	Glutathione	63.0	79.136	136.26	below	n.s.	0	3
C00052	UDP-alpha-D-galactose	44.0	9.124	15.158	above	**	7	1
C00194	Cobamide_coenzyme	0.0	0.0	0.0	equal	NA	3	0
C00197	3-Phospho-D-glycerate	35640.0	1142.849	3338.625	above	***	22	15
C03785	D-Tagatose_1,6-bisphosphate	348.0	35.704	61.82	above	***	10	2
C02714	N-Acetylputrescine	0.0	0.0	0.0	equal	NA	2	0
C00192	Hydroxylamine	18.0	8.875	15.038	above	n.s.	0	1
C00354	D-Fructose_1,6-bisphosphate	21568.0	409.73	959.872	above	***	3	8
C00011	CO2	83130.0	824.92	4360.619	above	***	10	17
C01118	O-Succinyl-L-homoserine	8.0	8.982	14.77	below	n.s.	4	1
C01050	UDP-N-acetylmuramate	356.0	36.454	57.784	above	***	7	2
C04574	di-trans,poly-cis-Undecaprenyl_diphosphate	49.0	8.919	15.33	above	**	2	1
C05130	Imidazole-4-acetaldehyde	4.0	8.712	14.939	below	n.s.	0	1
C00206	dADP	647.0	9.083	15.224	above	***	7	1
C06156	alpha-D-Glucosamine_1-phosphate	89.0	8.88	15.185	above	***	1	1
C04807	2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine	172.0	36.302	60.764	above	**	2	2
C20423	alpha-D-Ribose_1-methylphosphonate_5-phosphate	1.0	8.912	15.137	below	n.s.	1	1
C20422	alpha-D-Ribose_1-methylphosphonate_5-triphosphate	0.0	8.994	15.203	below	n.s.	4	1
C03492	D-4'-Phosphopantothenate	784.0	147.253	239.344	above	**	2	4
C02457	Propane-1,3-diol	0.0	0.0	0.0	equal	NA	1	0
C06010	(S)-2-Acetolactate	36.0	248.147	529.992	below	n.s.	4	6
C00831	Pantetheine	55.0	8.763	15.009	above	***	0	1
