Compound_code	Compound_name	Input_metabolite_score	Simulated_Mean	Simulated_Std_Dev	Relationship_to_Mean	Significance	Indegree	Outdegree
C00279	D-Erythrose_4-phosphate	13328.0	4979.692	3154.34	above	**	17	7
C13632	4,4'-Dihydroxy-alpha-methylstilbene	65.0	146.215	67.02	below	*	2	1
C01304	2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	324.0	865.248	363.68	below	*	2	2
C01801	Deoxyribose	1.0	222.032	91.23	below	**	0	1
C00275	D-Mannose_6-phosphate	256.0	3618.827	1445.6	below	**	12	4
C00270	N-Acetylneuraminate	84.0	214.481	71.78	below	*	0	1
C00900	2-Acetolactate	1.0	281.846	84.74	below	***	2	1
C00479	Propanal	11.0	182.691	82.92	below	**	0	1
C00475	Cytidine	2100.0	13878.268	9408.84	below	*	10	12
C12215	Iminoerythrose_4-phosphate	0.0	0.0	0.0	equal	NA	2	0
C12214	Aminofructose_6-phosphate	1268.0	371.223	204.52	above	***	0	2
C00294	Inosine	891.0	1608.417	868.26	below	n.s.	2	3
C00295	Orotate	80.0	471.496	303.3	below	*	2	2
C00357	N-Acetyl-D-glucosamine_6-phosphate	48.0	606.738	365.44	below	*	3	2
C05698	Selenohomocysteine	21.0	197.296	97.9	below	*	1	1
C01267	3-(Imidazol-4-yl)-2-oxopropyl_phosphate	42.0	1275.519	876.0	below	*	5	3
C00353	Geranylgeranyl_diphosphate	0.0	0.0	0.0	equal	NA	3	0
C00352	D-Glucosamine_6-phosphate	200.0	337.487	254.26	below	n.s.	6	2
C00299	Uridine	1265.0	12246.524	7730.47	below	*	11	11
C02166	Leukotriene_C4	28.0	1365.277	395.36	below	***	0	2
C04666	D-erythro-1-(Imidazol-4-yl)glycerol_3-phosphate	36.0	1628.921	726.12	below	**	9	3
C01269	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	112.0	1299.51	920.92	below	*	4	4
C05979	Propane-1-ol	0.0	0.0	0.0	equal	NA	1	0
C05898	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	0.0	0.0	0.0	equal	NA	1	0
C05893	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine	0.0	0.0	0.0	equal	NA	2	0
C05892	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine	80.0	712.114	358.72	below	*	0	2
C05596	p-Hydroxyphenylacetylglycine	0.0	0.0	0.0	equal	NA	1	0
C01279	4-Amino-5-hydroxymethyl-2-methylpyrimidine	4.0	1275.631	509.0	below	**	2	2
C04046	3-D-Glucosyl-1,2-diacylglycerol	17.0	194.402	81.94	below	**	1	1
C05382	Sedoheptulose_7-phosphate	36335.0	22566.12	13872.43	above	n.s.	1	13
C00120	Biotin	18.0	1313.111	829.5	below	*	1	3
C00121	D-Ribose	1.0	222.032	91.23	below	**	0	1
C00122	Fumarate	46.0	378.329	277.44	below	*	11	2
C00123	L-Leucine	62.0	227.784	103.12	below	*	0	1
C00129	Isopentenyl_diphosphate	882.0	6926.553	3652.46	below	*	8	7
C15532	N-Acetyl-L-citrulline	1.0	297.437	108.09	below	**	0	1
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA	0.0	1490.044	722.25	below	**	1	3
C11934	2-Hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA	0.0	0.0	0.0	equal	NA	3	0
C15973	Enzyme_N6-(dihydrolipoyl)lysine	1162.0	5573.109	3618.79	below	*	0	7
C03028	Thiamin_triphosphate	0.0	0.0	0.0	equal	NA	2	0
C05749	Hexanoyl-[acp]	2070.0	2284.102	883.53	below	n.s.	3	3
C20589	D-Glucosaminate-6-phosphate	0.0	0.0	0.0	equal	NA	8	0
C05747	(R)-3-Hydroxyhexanoyl-[acp]	387.0	2489.991	1035.09	below	**	3	3
C05746	3-Oxohexanoyl-[acp]	1062.0	1094.163	608.85	below	n.s.	3	3
C05745	Butyryl-[acp]	2070.0	2284.102	883.53	below	n.s.	3	3
C05744	Acetoacetyl-[acp]	118.0	121.574	67.65	below	n.s.	8	1
C03150	Nicotinamide-beta-riboside	490.0	652.551	384.32	below	n.s.	0	2
C04618	(3R)-3-Hydroxybutanoyl-[acyl-carrier_protein]	1825.0	4215.109	2401.65	below	n.s.	1	5
C02091	(S)-Ureidoglycine	0.0	0.0	0.0	equal	NA	2	0
C00726	Nitrile	112.0	778.648	451.84	below	*	0	2
C00055	CMP	1180.0	11107.124	6679.0	below	*	10	10
C03539	S-Ribosyl-L-homocysteine	112.0	777.943	408.48	below	*	3	2
C00199	D-Ribulose_5-phosphate	5120.0	8931.637	5300.64	below	n.s.	9	8
C00051	Glutathione	63.0	3071.874	889.56	below	***	0	3
C00052	UDP-alpha-D-galactose	44.0	280.37	74.91	below	***	7	1
C00194	Cobamide_coenzyme	0.0	0.0	0.0	equal	NA	3	0
C00197	3-Phospho-D-glycerate	35640.0	15643.226	14423.25	above	*	22	15
C03785	D-Tagatose_1,6-bisphosphate	348.0	995.222	417.76	below	*	10	2
C02714	N-Acetylputrescine	0.0	0.0	0.0	equal	NA	2	0
C00192	Hydroxylamine	18.0	368.954	129.35	below	**	0	1
C00354	D-Fructose_1,6-bisphosphate	21568.0	4662.053	3768.96	above	***	3	8
C00011	CO2	83130.0	15533.763	21919.63	above	***	10	17
C01118	O-Succinyl-L-homoserine	8.0	174.626	80.58	below	**	4	1
C01050	UDP-N-acetylmuramate	356.0	518.038	329.64	below	n.s.	7	2
C04574	di-trans,poly-cis-Undecaprenyl_diphosphate	49.0	190.515	79.23	below	*	2	1
C05130	Imidazole-4-acetaldehyde	4.0	242.61	128.88	below	*	0	1
C00206	dADP	647.0	75.166	47.99	above	***	7	1
C06156	alpha-D-Glucosamine_1-phosphate	89.0	174.294	77.08	below	*	1	1
C04807	2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine	172.0	588.328	296.72	below	*	2	2
C20423	alpha-D-Ribose_1-methylphosphonate_5-phosphate	1.0	326.855	111.67	below	**	1	1
C20422	alpha-D-Ribose_1-methylphosphonate_5-triphosphate	0.0	163.051	71.81	below	**	4	1
C03492	D-4'-Phosphopantothenate	784.0	6560.593	2237.12	below	**	2	4
C02457	Propane-1,3-diol	0.0	0.0	0.0	equal	NA	1	0
C06010	(S)-2-Acetolactate	36.0	6964.571	3140.28	below	**	4	6
C00831	Pantetheine	55.0	313.338	89.28	below	**	0	1
