Compound_code	Compound_name	Output_metabolite_score	Simulated_Mean	Simulated_Std_Dev	Relationship_to_Mean	Significance	Indegree	Outdegree
C00279	D-Erythrose_4-phosphate	74290.0	31880.896	21864.72	above	*	17	7
C13632	4,4'-Dihydroxy-alpha-methylstilbene	260.0	584.86	268.08	below	*	2	1
C01304	2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	596.0	1328.424	382.44	below	*	2	2
C01801	Deoxyribose	0.0	0.0	0.0	equal	NA	0	1
C00275	D-Mannose_6-phosphate	10008.0	13358.53	12074.4	below	n.s.	12	4
C00270	N-Acetylneuraminate	0.0	0.0	0.0	equal	NA	0	1
C00900	2-Acetolactate	4.0	645.506	368.84	below	*	2	1
C00479	Propanal	0.0	0.0	0.0	equal	NA	0	1
C00475	Cytidine	1070.0	11098.208	6435.7	below	*	10	12
C12215	Iminoerythrose_4-phosphate	1268.0	371.223	204.52	above	***	2	0
C12214	Aminofructose_6-phosphate	0.0	0.0	0.0	equal	NA	0	2
C00294	Inosine	20.0	866.962	426.84	below	*	2	3
C00295	Orotate	80.0	471.496	303.3	below	*	2	2
C00357	N-Acetyl-D-glucosamine_6-phosphate	2133.0	576.026	523.8	above	**	3	2
C05698	Selenohomocysteine	12.0	231.031	114.52	below	*	1	1
C01267	3-(Imidazol-4-yl)-2-oxopropyl_phosphate	110.0	3308.81	2266.8	below	*	5	3
C00353	Geranylgeranyl_diphosphate	162.0	1272.224	670.86	below	*	3	0
C00352	D-Glucosamine_6-phosphate	2820.0	4410.271	3261.24	below	n.s.	6	2
C00299	Uridine	1837.0	12783.055	7973.57	below	*	11	11
C02166	Leukotriene_C4	0.0	0.0	0.0	equal	NA	0	2
C04666	D-erythro-1-(Imidazol-4-yl)glycerol_3-phosphate	288.0	8332.398	6677.64	below	*	9	3
C01269	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	144.0	1378.11	885.96	below	*	4	4
C05979	Propane-1-ol	11.0	182.691	82.92	below	**	1	0
C05898	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	55.0	262.283	113.9	below	*	1	0
C05893	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine	220.0	1049.131	455.6	below	*	2	0
C05892	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine	0.0	0.0	0.0	equal	NA	0	2
C05596	p-Hydroxyphenylacetylglycine	6.0	173.819	84.69	below	*	1	0
C01279	4-Amino-5-hydroxymethyl-2-methylpyrimidine	8.0	1025.286	452.68	below	**	2	2
C04046	3-D-Glucosyl-1,2-diacylglycerol	17.0	194.402	81.94	below	**	1	1
C05382	Sedoheptulose_7-phosphate	317.0	92.806	51.13	above	***	1	13
C00120	Biotin	2.0	280.264	115.72	below	**	1	3
C00121	D-Ribose	0.0	0.0	0.0	equal	NA	0	1
C00122	Fumarate	1683.0	10425.034	8436.45	below	*	11	2
C00123	L-Leucine	0.0	0.0	0.0	equal	NA	0	1
C00129	Isopentenyl_diphosphate	1824.0	5957.115	3782.72	below	*	8	7
C15532	N-Acetyl-L-citrulline	0.0	0.0	0.0	equal	NA	0	1
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA	0.0	165.56	80.25	below	**	1	3
C11934	2-Hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA	585.0	1315.935	603.18	below	*	3	0
C15973	Enzyme_N6-(dihydrolipoyl)lysine	0.0	0.0	0.0	equal	NA	0	7
C03028	Thiamin_triphosphate	140.0	763.562	315.0	below	*	2	0
C05749	Hexanoyl-[acp]	1179.0	1765.345	750.78	below	n.s.	3	3
C20589	D-Glucosaminate-6-phosphate	48.0	4998.216	4660.8	below	*	8	0
C05747	(R)-3-Hydroxyhexanoyl-[acp]	1062.0	1094.163	608.85	below	n.s.	3	3
C05746	3-Oxohexanoyl-[acp]	2070.0	2284.102	883.53	below	n.s.	3	3
C05745	Butyryl-[acp]	1179.0	1765.345	750.78	below	n.s.	3	3
C05744	Acetoacetyl-[acp]	9952.0	6627.948	4884.0	above	n.s.	8	1
C03150	Nicotinamide-beta-riboside	0.0	0.0	0.0	equal	NA	0	2
C04618	(3R)-3-Hydroxybutanoyl-[acyl-carrier_protein]	118.0	121.574	67.65	below	n.s.	1	5
C02091	(S)-Ureidoglycine	48.0	1112.21	393.8	below	**	2	0
C00726	Nitrile	0.0	0.0	0.0	equal	NA	0	2
C00055	CMP	1180.0	11107.124	6679.0	below	*	10	10
C03539	S-Ribosyl-L-homocysteine	423.0	2035.889	763.11	below	**	3	2
C00199	D-Ribulose_5-phosphate	6444.0	8228.175	5029.65	below	n.s.	9	8
C00051	Glutathione	0.0	0.0	0.0	equal	NA	0	3
C00052	UDP-alpha-D-galactose	1316.0	9887.491	4592.91	below	*	7	1
C00194	Cobamide_coenzyme	240.0	1348.702	632.46	below	*	3	0
C00197	3-Phospho-D-glycerate	88440.0	44636.091	39270.88	above	*	22	15
C03785	D-Tagatose_1,6-bisphosphate	8360.0	25492.735	9584.2	below	*	10	2
C02714	N-Acetylputrescine	68.0	582.458	284.16	below	*	2	0
C00192	Hydroxylamine	0.0	0.0	0.0	equal	NA	0	1
C00354	D-Fructose_1,6-bisphosphate	3894.0	734.493	550.32	above	***	3	8
C00011	CO2	6060.0	6826.5	8164.0	below	n.s.	10	17
C01118	O-Succinyl-L-homoserine	128.0	2794.018	1289.28	below	**	4	1
C01050	UDP-N-acetylmuramate	1421.0	7531.711	4575.69	below	*	7	2
C04574	di-trans,poly-cis-Undecaprenyl_diphosphate	372.0	1018.035	421.44	below	*	2	1
C05130	Imidazole-4-acetaldehyde	0.0	0.0	0.0	equal	NA	0	1
C00206	dADP	8463.0	5190.151	4176.13	above	n.s.	7	1
C06156	alpha-D-Glucosamine_1-phosphate	89.0	174.294	77.08	below	*	1	1
C04807	2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine	168.0	570.598	326.56	below	*	2	2
C20423	alpha-D-Ribose_1-methylphosphonate_5-phosphate	0.0	163.051	71.81	below	**	1	1
C20422	alpha-D-Ribose_1-methylphosphonate_5-triphosphate	0.0	1233.881	1046.12	below	*	4	1
C03492	D-4'-Phosphopantothenate	220.0	1253.351	357.12	below	**	2	4
C02457	Propane-1,3-diol	11.0	182.691	82.92	below	**	1	0
C06010	(S)-2-Acetolactate	16.0	2582.026	1475.36	below	*	4	6
C00831	Pantetheine	0.0	0.0	0.0	equal	NA	0	1
